Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
Château Roubine,2019,3445033,Premium Rouge Côtes de Provence (Cru Classé) 2019,4.0,202,17.80160633318324,France,Côtes de Provence
G.D. Vajra,2021,1100130,Moscato d'Asti 2021,3.8,283,13.50827774694493,Italy,Moscato d'Asti
Château Marquis de Terme,1999,79272,Margaux (Grand Cru Classé) 1999,4.2,184,71.59387205880813,France,Margaux
Dieter Meier,2017,1441695,Puro Malbec - Cabernet 2017,3.8,614,25.969402180173198,Argentina,Mendoza
Minuty,2019,1622363,Prestige Rouge 2019,4.0,92,26.17883284291653,France,Côtes de Provence
San Fabiano Calcinaia,2019,85207,Chianti Classico 2019,3.8,109,11.413971119511608,Italy,Chianti Classico
Paul Bara,N.V.,1540816,Grand Rosé Brut Champagne Grand Cru 'Bouzy' N.V.,4.1,2300,44.74486109511294,France,Champagne Grand Cru 'Bouzy'
San Leonardo,2020,1628555,Vette di San Leonardo 2020,4.0,494,12.356409101856602,Italy,Vigneti delle Dolomiti
San Giusto a Rentennano,2016,94749,Percarlo 2016,4.5,139,209.43066274333225,Italy,Toscana
Château Montrose,1990,80472,Saint-Estèphe (Grand Cru Classé) 1990,4.7,1198,760.2333057582961,France,Saint-Estèphe
Clos Apalta,2011,13759,Clos Apalta 2011,4.6,1929,114.03499586374441,Chile,Apalta Valley
Château Lafont Menaut,2018,2153874,Pessac-Leognan 2018,4.0,332,21.990219588049886,France,Pessac-Léognan
Mitolo,2017,79010,G.A.M. Shiraz 2017,4.2,247,36.54565064871148,Australia,McLaren Vale
Château Peyreau,2018,23780,Saint-Émilion Grand Cru 2018,3.9,45,24.08452621548321,France,Saint-Émilion Grand Cru
David Duband,2015,1101325,Nuits-Saint-Georges 2015,3.9,186,50.26335905839974,France,Nuits-Saint-Georges
Château Maucaillou,2015,94966,Moulis-en-Médoc 2015,4.0,828,30.367446097783176,France,Moulis-en-Médoc
Château Fonroque,2015,778938,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,4.2,541,45.027592489816435,France,Saint-Émilion Grand Cru
Domaine Tortochot,2016,779305,Morey-St-Denis 2016,4.1,38,41.88613254866645,France,Morey-Saint-Denis
Cos d'Estournel,1997,74346,Cos d'Estournel 1997,4.3,596,126.705550959716,France,Saint-Estèphe
Quintarelli Giuseppe,2011,84065,Amarone della Valpolicella Classico 2011,4.7,486,285.08748965936104,Italy,Amarone della Valpolicella Classico
Château Saint-Pierre,2014,1181214,Saint-Julien (Grand Cru Classé) 2014,4.0,378,64.923505450433,France,Saint-Julien
Tardieu-Laurent,2014,1706705,Cornas Vieilles Vignes 2014,4.2,27,56.54627894069971,France,Cornas
Château Grand-Pontet,2009,1099454,Saint-Émilion Grand Cru (Grand Cru Classé) 2009,4.2,350,54.45197231326639,France,Saint-Émilion Grand Cru
Château Cantemerle,2011,13793,Haut-Médoc (Grand Cru Classé) 2011,3.9,2672,38.74467260751646,France,Haut-Médoc
Domaine la Bouissiere,2019,1103081,Vacqueyras 2019,3.9,40,19.7911976292449,France,Vacqueyras
Sassetti Livio,2015,1132785,Brunello di Montalcino 2015,4.3,304,62.82919882299967,Italy,Brunello di Montalcino
Château Grand Corbin-Despagne,2016,3039556,Petit Corbin-Despagne Saint-Émilion Grand Cru 2016,4.0,160,30.367446097783176,France,Saint-Émilion Grand Cru
Cantina di Custoza,2020,1605129,Val dei Molini Custoza 2020,3.9,30,6.8064965391582986,Italy,Bianco di Custoza
Château La Tour de Mons,2015,1101213,Margaux 2015,3.9,922,30.367446097783176,France,Margaux
Donnafugata,2016,4791,Angheli 2016,3.9,630,19.68648229787323,Italy,Sicilia
Domaine Garon,2018,1197329,Les Triotes Côte-Rôtie 2018,4.2,120,52.35766568583306,France,Côte-Rôtie
Château La Gaffelière,2015,5012737,Dame Gaffelière Saint-Émilion Grand Cru 2015,4.0,113,37.69751929379981,France,Saint-Émilion Grand Cru
René Bouvier,2018,779868,Racine du Temps Très Vieilles Vignes Gevrey-Chambertin 2018,4.1,31,71.20642533273296,France,Gevrey-Chambertin
Château du Cèdre,2018,3802038,Marcel Malbec 2018,3.4,637,6.0734892195566355,France,Côtes du Lot
Château Tour des Termes,2016,1132598,Saint-Estèphe 2016,4.0,338,27.225986156633194,France,Saint-Estèphe
Domaine Brunely,2016,5861086,Vacqueyras Blanc 2016,3.7,25,15.707299705749918,France,Vacqueyras
L.Thienpont,2007,1192627,Clos des Quatre Vents Margaux 2007,4.1,38,43.71865084767061,France,Margaux
Fratelli Revello,2017,15244,Barolo 2017,4.2,81,29.21557745269485,Italy,Barolo
Château Chasse-Spleen,1976,79266,Moulis-en-Médoc 1976,4.0,26,63.352775479858,France,Moulis-en-Médoc
Château Talbot,1976,79273,Saint-Julien (Grand Cru Classé) 1976,3.9,49,69.68805302784381,France,Saint-Julien
Château Haut-Marbuzet,2015,68514,Saint-Estèphe 2015,4.3,1174,44.346942835900606,France,Saint-Estèphe
Château Lynch-Moussas,1986,1145413,Pauillac (Grand Cru Classé) 1986,3.9,49,44.346942835900606,France,Pauillac
Château Pontet-Canet,1981,14362,Pauillac (Grand Cru Classé) 1981,3.6,104,76.0233305758296,France,Pauillac
Alain Jaume,2020,1661551,Domaine Grand Veneur Côtes Du Rhône Blanc De Viognier 2020,4.0,58,14.555431060661592,France,Côtes-du-Rhône
Alain Voge,2015,80162,Cornas 'Les Chailles' 2015,3.9,235,38.74467260751646,France,Cornas
Langmeil,2018,92178,Valley Floor Shiraz 2018,4.2,956,16.649737688094913,Australia,Barossa
Domaine du Clos Salomon,2019,1178330,Givry 1er Cru 'Clos Salomon' Rouge 2019,4.2,42,33.50890603893316,France,Givry 1er Cru 'Clos Salomon'
La Serena,2015,1101247,Brunello di Montalcino 2015,4.3,331,47.907264102537255,Italy,Brunello di Montalcino
Abtei Muri,2017,1134459,Lagrein Riserva 2017,4.3,473,29.843869440924845,Italy,Südtirol - Alto Adige
Santadi,2018,17963,Villa Solais Vermentino di Sardegna 2018,3.7,518,6.597065876414966,Italy,Vermentino di Sardegna
Terlan (Terlano),2019,5313357,Pinot Noir Riserva Monticol 2019,4.2,175,27.225986156633194,Italy,Südtirol - Alto Adige
Poggio San Polo,2015,1102045,Brunello di Montalcino 2015,4.3,702,47.121899117249754,Italy,Brunello di Montalcino
Jacquesson,2013,2177057,Dizy-Terres Rouges Rosé Extra Brut Champagne 2013,4.4,36,183.25182990041571,France,Champagne
Schneider,2019,1177217,Ursprung 2019,3.8,494,22.409080913536553,Germany,Pfalz
Capichera,2020,1239905,Vermentino Isola dei Nuraghi 2020,4.3,109,40.67143470475512,Italy,Isola dei Nuraghi
Peter Jakob Kühn,2019,2899573,Doosberg Riesling Trocken 2019,3.8,72,45.027592489816435,Germany,Rheingau
Surrau,2020,9415167,Limizzani Vermentino di Gallura 2020,4.0,281,9.319664492078285,Italy,Vermentino di Gallura
Palliser Estate,2019,1117057,Sauvignon Blanc 2019,4.0,587,27.718148214080024,New Zealand,Martinborough
Col d'Orcia,2019,73470,Rosso di Montalcino 2019,3.6,1615,13.612993078316597,Italy,Rosso di Montalcino
Bovio,2019,1108386,Il Ciotto Barbera d'Alba 2019,3.8,40,10.995109794024943,Italy,Barbera d'Alba
Franz Haas,2014,3147014,Lepus 2014,3.7,91,18.325182990041572,Italy,Südtirol - Alto Adige
Podere Brizio,2013,1170521,Brunello di Montalcino 2013,4.2,1153,39.79182592123313,Italy,Brunello di Montalcino
Dr. Loosen,2018,1208985,Riesling Ürziger Würzgarten Alte Reben GG 2018,4.1,122,50.26335905839974,Germany,Mosel
Moreau-Naudet,2018,1221899,Chablis 2018,4.0,466,23.03737290176655,France,Chablis
Schloss Vaux,2016,5313279,Rheingauer Réserve Riesling Brut 2016,3.8,47,20.31477428610323,Germany,Rheingau
Muga,2019,1287516,Muga Blanco 2019,3.8,773,11.413971119511608,Spain,Rioja
Château Dauzac,1979,73555,Margaux (Grand Cru Classé) 1979,3.9,30,82.3586081238154,France,Margaux
Château Léoville Poyferré,1994,1115658,Saint-Julien (Grand Cru Classé) 1994,4.3,245,95.02916321978701,France,Saint-Julien
Waipara Hills,2019,1143866,Waipara Valley Pinot Noir 2019,3.4,40,14.346000397918258,New Zealand,Waipara
Perrier-Jouët,1990,79162,Belle Epoque Brut Champagne 1990,4.5,112,373.7813753311622,France,Champagne
Grattamacco,2020,87676,Bolgheri Rosso 2020,3.9,225,18.325182990041572,Italy,Bolgheri
Piaggia,2019,1100953,Il Sasso Carmignano 2019,4.2,218,27.225986156633194,Italy,Carmignano
Domaine la Bouissiere,2017,1103079,Le Font de Tonin Gigondas 2017,3.9,51,33.50890603893316,France,Gigondas
Ca' del Bosco,2013,23130,Cuvée Annamaria Clementi (Extra Brut) 2013,4.4,146,97.3852581756495,Italy,Franciacorta
Yves Cheron,2016,1162720,Domaine du Grand Montmirail Cuvée Vieilles Vignes Gigondas 2016,4.1,265,24.60810287234154,France,Gigondas
Château Moulinet-Lasserre,2016,1207711,Pomerol 2016,4.2,138,48.16905243096642,France,Pomerol
Gérard Raphet,2014,1690415,Gevrey-Chambertin 2014,4.1,49,52.35766568583306,France,Gevrey-Chambertin
Domaine du Vieux Télégraphe,2017,77716,Télégramme Châteauneuf-du-Pape 2017,4.3,1229,37.69751929379981,France,Châteauneuf-du-Pape
Château Charmail,2010,1099372,Haut-Médoc 2010,3.7,765,31.414599411499836,France,Haut-Médoc
Château Saint-Pierre,2011,1181214,Saint-Julien (Grand Cru Classé) 2011,4.1,646,60.73489219556635,France,Saint-Julien
Château du Cèdre,2018,3802038,Marcel Malbec 2018,3.4,637,6.0734892195566355,France,Côtes du Lot
Mitolo,2017,79010,G.A.M. Shiraz 2017,4.2,247,36.54565064871148,Australia,McLaren Vale
Château Peyreau,2018,23780,Saint-Émilion Grand Cru 2018,3.9,45,24.08452621548321,France,Saint-Émilion Grand Cru
Vega Sicilia,2006,77137,Unico 2006,4.7,2817,441.89869838843106,Spain,Ribera del Duero
Méo-Camuzet,2017,4344690,Clos de Vougeot Grand Cru 'Près Le Cellier' 2017,4.5,25,324.61752725216496,France,Clos Vougeot Grand Cru
Podere Brizio,2013,1170521,Brunello di Montalcino 2013,4.2,1153,39.79182592123313,Italy,Brunello di Montalcino
Franz Haas,2014,3147014,Lepus 2014,3.7,91,18.325182990041572,Italy,Südtirol - Alto Adige
Dr. Loosen,2018,1208985,Riesling Ürziger Würzgarten Alte Reben GG 2018,4.1,122,50.26335905839974,Germany,Mosel
Rocca di Frassinello,2015,11745,Maremma Toscana 2015,4.2,510,51.83408902897473,Italy,Maremma Toscana
Château Léoville Poyferré,1994,1115658,Saint-Julien (Grand Cru Classé) 1994,4.3,245,95.02916321978701,France,Saint-Julien
Castello di Ama,2016,2411943,Chianti Classico Vigneto Gran Selezione San Lorenzo 2016,4.3,1210,41.36255589180812,Italy,Chianti Classico
Castellare,2012,11733,Toscana I Sodi di San Niccolo 2012,4.2,646,123.56409101856603,Italy,Toscana
Langmeil,2018,92178,Valley Floor Shiraz 2018,4.2,956,16.649737688094913,Australia,Barossa
Domaine du Clos Salomon,2019,1178330,Givry 1er Cru 'Clos Salomon' Rouge 2019,4.2,42,33.50890603893316,France,Givry 1er Cru 'Clos Salomon'
Château Lynch-Moussas,1986,1145413,Pauillac (Grand Cru Classé) 1986,3.9,49,44.346942835900606,France,Pauillac
Château Haut-Marbuzet,2015,68514,Saint-Estèphe 2015,4.3,1174,44.346942835900606,France,Saint-Estèphe
Muga,2019,1287516,Muga Blanco 2019,3.8,773,11.413971119511608,Spain,Rioja
Château Chasse-Spleen,1976,79266,Moulis-en-Médoc 1976,4.0,26,63.352775479858,France,Moulis-en-Médoc
Colterenzio (Schreckbichl),2018,11170,Lafóa Sauvignon 2018,4.2,871,24.60810287234154,Italy,Südtirol - Alto Adige
Château Pontet-Canet,1995,14362,Pauillac (Grand Cru Classé) 1995,4.3,900,221.73471417950302,France,Pauillac
Terlan (Terlano),2019,5313357,Pinot Noir Riserva Monticol 2019,4.2,175,27.225986156633194,Italy,Südtirol - Alto Adige
Château Dauzac,1979,73555,Margaux (Grand Cru Classé) 1979,3.9,30,82.3586081238154,France,Margaux
Château Haut-Bailly,2012,13632,Château Haut-Bailly (Cru Classé de Graves) 2012,4.2,760,96.86168151879117,France,Pessac-Léognan
E. Guigal,2016,7773,Côtes-du-Rhône Rouge 2016,3.7,15214,12.565839764599936,France,Côtes-du-Rhône
Château Tertre Roteboeuf,2016,1172486,Saint-Émilion Grand Cru 2016,4.7,100,287.96716127208185,France,Saint-Émilion Grand Cru
Château Malescot St. Exupery,2005,98195,Margaux (Grand Cru Classé) 2005,4.4,621,126.705550959716,France,Margaux
Château Branaire-Ducru,2016,1188738,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2016,4.1,520,33.50890603893316,France,Saint-Julien
Château La Conseillante,1978,768733,Pomerol 1978,4.2,28,190.05832643957402,France,Pomerol
Château Léoville Las Cases,2004,81848,Saint-Julien (Grand Cru Classé) 2004,4.4,1148,205.9017560761071,France,Saint-Julien
Clos l'Eglise,2009,1099237,Pomerol 2009,4.6,114,190.05832643957402,France,Pomerol
Clos des Papes (Paul Avril),2013,1159878,Châteauneuf-du-Pape 2013,4.4,671,68.06496539158299,France,Châteauneuf-du-Pape
Château Calon-Ségur,2015,83520,Marquis de Calon Saint-Estèphe 2015,3.9,1595,35.60321266636648,France,Saint-Estèphe
Fattoria le Pupille,2020,1180252,Poggio Argentato Bianco 2020,3.8,59,11.413971119511608,Italy,Toscana
Château de Camensac,2009,63094,Haut-Médoc (Grand Cru Classé) 2009,3.9,1494,39.79182592123313,France,Haut-Médoc
Château Latour à Pomerol,2010,1099538,Pomerol 2010,4.4,232,120.37027341173021,France,Pomerol
Waipara Hills,2019,1143866,Waipara Valley Pinot Noir 2019,3.4,40,14.346000397918258,New Zealand,Waipara
San Leonardo,2020,1628555,Vette di San Leonardo 2020,4.0,494,12.356409101856602,Italy,Vigneti delle Dolomiti
Fratelli Revello,2017,15244,Barolo 2017,4.2,81,29.21557745269485,Italy,Barolo
Schloss Vaux,2016,5313279,Rheingauer Réserve Riesling Brut 2016,3.8,47,20.31477428610323,Germany,Rheingau
Château La Dominique,1993,1099535,Saint-Émilion Grand Cru (Grand Cru Classé) 1993,4.1,75,57.01749793187221,France,Saint-Émilion Grand Cru
Moreau-Naudet,2018,1221899,Chablis 2018,4.0,466,23.03737290176655,France,Chablis
Château Mouton Rothschild,1966,1684223,Pauillac (Premier Grand Cru Classé) 1966,4.6,226,943.9563546498842,France,Pauillac
Château Roubine,2019,3445033,Premium Rouge Côtes de Provence (Cru Classé) 2019,4.0,202,17.80160633318324,France,Côtes de Provence
G.D. Vajra,2021,1100130,Moscato d'Asti 2021,3.8,283,13.50827774694493,Italy,Moscato d'Asti
Domaine la Bouissiere,2017,1103079,Le Font de Tonin Gigondas 2017,3.9,51,33.50890603893316,France,Gigondas
Ca' del Bosco,2013,23130,Cuvée Annamaria Clementi (Extra Brut) 2013,4.4,146,97.3852581756495,Italy,Franciacorta
Paul Mas,2020,1208306,Vignes de Nicole Chardonnay - Viognier Pays d'Oc 2020,3.7,675,7.539503858759961,France,Pays d'Oc
Perrier-Jouët,1990,79162,Belle Epoque Brut Champagne 1990,4.5,112,373.7813753311622,France,Champagne
Grattamacco,2020,87676,Bolgheri Rosso 2020,3.9,225,18.325182990041572,Italy,Bolgheri
Domaine Antonin Guyon,2012,1724816,Chambolle-Musigny Clos du Village Monopole 2012,3.9,103,75.39503858759961,France,Chambolle-Musigny
Château La Fleur de Boüard,2012,81916,Lalande-de-Pomerol 2012,3.9,788,34.032482695791494,France,Lalande-de-Pomerol
Château Marsac Séguineau,2016,1136985,Margaux 2016,4.0,401,31.414599411499836,France,Margaux
Château d'Escurac,2016,1971547,Médoc 2016,3.7,150,14.136569735174927,France,Médoc
Poggio le Volpi,2019,5778001,Roma Rosso 2019,4.0,474,10.366817805794946,Italy,Lazio
Monteverro,2016,1631291,Chardonnay Toscana 2016,4.2,110,83.7722650973329,Italy,Toscana
Château Guadet-Plaisance,2016,1367845,Montagne-Saint-Émilion 2016,3.8,308,15.707299705749918,France,Montagne-Saint-Émilion
Telmo Rodriguez,2018,1210854,Corriente 2018,3.8,462,10.907847017881888,Spain,Rioja
Château La Fleur de Boüard,2011,81916,Lalande-de-Pomerol 2011,3.9,767,36.650365980083144,France,Lalande-de-Pomerol
Masi,2015,72624,Costasera Amarone della Valpolicella Classico Riserva 2015,4.3,123,52.35766568583306,Italy,Amarone della Valpolicella Classico
Château La Gaffelière,2012,1153828,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,4.2,653,90.05518497963287,France,Saint-Émilion Grand Cru
Château Clerc Milon,2009,4089,Pauillac (Grand Cru Classé) 2009,4.3,1209,123.54314795229169,France,Pauillac
La Rioja Alta,2007,7972,Rioja Gran Reserva 904 2007,4.4,4383,82.72511178361624,Spain,Rioja
Château Pape Clément,1994,82613,Pessac-Léognan (Grand Cru Classé de Graves) 1994,4.2,177,124.81020346188886,France,Pessac-Léognan
Château Lafon-Rochet,2004,1700690,Saint-Estèphe (Grand Cru Classé) 2004,4.1,546,57.01749793187221,France,Saint-Estèphe
Bulgarini,2019,1176732,Garda Merlot 2019,4.0,42,8.272511178361624,Italy,Garda
Réva,2013,2864731,Barolo 2013,4.0,215,44.346942835900606,Italy,Barolo
Domaine Hamelin,2019,1192508,Vieilles Vignes Chablis 2019,4.0,60,23.351518895881547,France,Chablis
Craggy Range,2016,1665764,Pinot Noir Te Muna Road Vineyard 2016,4.1,990,37.59280396242814,New Zealand,Marlborough
Laurent Roumier,2017,1317535,Chambolle-Musigny 2017,4.3,175,57.59343225441637,France,Chambolle-Musigny
Tardieu-Laurent,2015,77521,Cornas Coteaux 2015,3.8,32,49.21620574468308,France,Cornas
Yves Cheron,2016,1162720,Domaine du Grand Montmirail Cuvée Vieilles Vignes Gigondas 2016,4.1,265,24.60810287234154,France,Gigondas
Château Smith Haut-Lafitte,2009,17656,Pessac-Léognan (Grand Cru Classé de Graves) 2009,4.5,1312,293.20292784066515,France,Pessac-Léognan
Château La Fleur-Pétrus,1970,1098981,Pomerol 1970,4.5,116,297.7580447553326,France,Pomerol
Château Malartic-Lagravière,2009,1143938,Pessac-Léognan (Grand Cru Classé de Graves) 2009,4.2,1253,91.10233829334953,France,Pessac-Léognan
Terlan (Terlano),2019,77665,Chardonnay Kreuth 2019,4.1,508,19.895912960616563,Italy,Südtirol - Alto Adige
Jacquesson,2013,2177057,Dizy-Terres Rouges Rosé Extra Brut Champagne 2013,4.4,36,183.25182990041571,France,Champagne
San Cristoforo,2016,2374095,Franciacorta Brut Millesimato 2016,3.9,25,27.82286354545169,Italy,Franciacorta
Secondo Marco,2016,1249952,Valpolicella Ripasso 2016,4.1,157,26.17883284291653,Italy,Valpolicella Ripasso
Tenuta Perano,2016,7007717,Rialzi Chianti Classico Gran Selezione 2016,4.1,149,40.83897923494979,Italy,Chianti Classico
Col d'Orcia,2019,73470,Rosso di Montalcino 2019,3.6,1615,13.612993078316597,Italy,Rosso di Montalcino
Orma,2015,1155217,Toscana 2015,4.3,855,130.89416421458264,Italy,Toscana
Fanti,2019,1172777,Sassomagno Sant'Antimo 2019,3.7,153,8.90080316659162,Italy,Sant'Antimo
Tenuta Sette Ponti,2015,1166231,Oreno Toscana 2015,4.2,1020,99.47956480308282,Italy,Toscana
Minuty,2019,1622363,Prestige Rouge 2019,4.0,92,26.17883284291653,France,Côtes de Provence
San Fabiano Calcinaia,2019,85207,Chianti Classico 2019,3.8,109,11.413971119511608,Italy,Chianti Classico
Domaine Lafage,2018,1735610,Authentique Côtes du Roussillon Rouge 2018,3.8,284,9.214949160706619,France,Côtes du Roussillon
Abtei Muri,2017,1134459,Lagrein Riserva 2017,4.3,473,29.843869440924845,Italy,Südtirol - Alto Adige
Domaine Brunely,2016,5861086,Vacqueyras Blanc 2016,3.7,25,15.707299705749918,France,Vacqueyras
Santadi,2018,17963,Villa Solais Vermentino di Sardegna 2018,3.7,518,6.597065876414966,Italy,Vermentino di Sardegna
Château Pontet-Canet,1981,14362,Pauillac (Grand Cru Classé) 1981,3.6,104,76.0233305758296,France,Pauillac
Château Talbot,1976,79273,Saint-Julien (Grand Cru Classé) 1976,3.9,49,69.68805302784381,France,Saint-Julien
Château Tour des Termes,2016,1132598,Saint-Estèphe 2016,4.0,338,27.225986156633194,France,Saint-Estèphe
Tesseron Estate,2017,5402773,Pym-Rae Red Blend 2017,4.2,27,297.7580447553326,United States,Napa Valley
Schneider,2019,1177217,Ursprung 2019,3.8,494,22.409080913536553,Germany,Pfalz
Alain Voge,2015,80162,Cornas 'Les Chailles' 2015,3.9,235,38.74467260751646,France,Cornas
Alain Jaume,2020,1661551,Domaine Grand Veneur Côtes Du Rhône Blanc De Viognier 2020,4.0,58,14.555431060661592,France,Côtes-du-Rhône
Capichera,2020,1239905,Vermentino Isola dei Nuraghi 2020,4.3,109,40.67143470475512,Italy,Isola dei Nuraghi
Ricossa,2017,1129090,Barolo 2017,3.9,776,31.30988408012817,Italy,Barolo
Peter Jakob Kühn,2019,2899573,Doosberg Riesling Trocken 2019,3.8,72,45.027592489816435,Germany,Rheingau
Surrau,2020,9415167,Limizzani Vermentino di Gallura 2020,4.0,281,9.319664492078285,Italy,Vermentino di Gallura
Lis Neris,2017,86235,Venezia Giulia Confini 2017,4.4,39,30.178958501314177,Italy,Venezia Giulia
Mas Doix,2019,1126523,Les Crestes 2019,3.9,591,17.27802967632491,Spain,Priorat
Dieter Meier,2017,1441695,Puro Malbec - Cabernet 2017,3.8,614,25.969402180173198,Argentina,Mendoza
Castelfeder,2019,1260683,Vom Stein Pinot Bianco 2019,3.9,41,16.23087636260825,Italy,Südtirol - Alto Adige
Ca'Viola,2015,1219071,Barolo Sottocastello di Novello 2015,4.3,69,62.82919882299967,Italy,Barolo
Château Lafon-Rochet,1986,1700690,Saint-Estèphe (Grand Cru Classé) 1986,4.0,67,82.3586081238154,France,Saint-Estèphe
Mullineux,2017,2210677,Granite Syrah 2017,4.3,151,132.3497073206488,South Africa,Swartland
La Serena,2015,1101247,Brunello di Montalcino 2015,4.3,331,47.907264102537255,Italy,Brunello di Montalcino
Inurrieta,2021,2443822,Mediodía Rosado 2021,3.7,27,5.864058556813303,Spain,Navarra
Château Beausejour (héritiers Duffau-Lagarrosse),2011,1137135,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,4.2,216,99.47956480308282,France,Saint-Émilion Grand Cru
San Leonardo,2016,2612866,Carmenère 2016,4.2,63,72.25357864644963,Italy,Vigneti delle Dolomiti
Poggio Al Tesoro,2015,1420000,Dedicato a Walter Bolgheri Superiore 2015,4.6,265,120.42263107741604,Italy,Bolgheri Superiore
Paul Bara,N.V.,1540816,Grand Rosé Brut Champagne Grand Cru 'Bouzy' N.V.,4.1,2300,44.74486109511294,France,Champagne Grand Cru 'Bouzy'
Château Marquis de Terme,1999,79272,Margaux (Grand Cru Classé) 1999,4.2,184,71.59387205880813,France,Margaux
Château Cantemerle,2006,13793,Haut-Médoc (Grand Cru Classé) 2006,3.9,1529,44.346942835900606,France,Haut-Médoc
San Giusto a Rentennano,2016,94749,Percarlo 2016,4.5,139,209.43066274333225,Italy,Toscana
Castello dei Rampolla,2016,23390,Sammarco 2016,4.3,52,141.36569735174928,Italy,Toscana
Château La Grave (Trigant de Boisset),2011,1614239,Pomerol 2011,4.1,232,52.35766568583306,France,Pomerol
Les Crêtes,2021,95232,Petite Arvine 2021,4.0,33,15.466454443595087,Italy,Valle d'Aosta
Ceretto,2020,7145,Arneis Langhe Blange 2020,4.0,1088,16.75445301946658,Italy,Langhe
Tiefenbrunner,2018,15901,Turmhof Lagrein 2018,4.0,264,17.749248667497408,Italy,Südtirol - Alto Adige
Damilano,2020,1231186,Barbera d'Asti 2020,3.9,84,12.042263107741604,Italy,Barbera d'Asti
Wente Vineyards,2018,1142062,Beyer Ranch Zinfandel 2018,4.0,1185,12.333139028218454,United States,California
Stemmari,2019,8314,Nero d'Avola 2019,3.6,1134,5.13105123721164,Italy,Sicilia
Colterenzio (Schreckbichl),2019,11170,Lafóa Sauvignon 2019,4.2,441,54.24254165052305,Italy,Südtirol - Alto Adige
Ceretto,2017,2451454,Barolo 2017,4.2,232,59.93905567714169,Italy,Barolo
Morgante,2016,1161541,Don Antonio Nero d'Avola (Riserva) 2016,4.2,326,25.969402180173198,Italy,Sicilia
Borgogno,1964,1203557,Barolo Riserva 1964,4.2,333,95.02916321978701,Italy,Barolo
Quintarelli Giuseppe,2013,84066,Valpolicella Classico Superiore 2013,4.5,644,83.7722650973329,Italy,Valpolicella Classico
San Leonardo,2016,1189701,Terre di San Leonardo 2016,3.8,1198,16.23087636260825,Italy,Vigneti delle Dolomiti
Le Macchiole,2017,16418,Messorio 2017,4.5,79,171.0524937956166,Italy,Toscana
Terlan (Terlano),2020,1150328,Cuvée Terlaner (Classico) 2020,4.1,1108,16.23087636260825,Italy,Südtirol - Alto Adige
Mazzei,2013,1471,Siepi 2013,4.2,668,91.62591495020786,Italy,Toscana
Cottanera,2013,3952767,Etna Riserva Contrada Zottorinoto Rosso 2013,4.0,45,83.7722650973329,Italy,Etna
Mazzei,2019,1471,Siepi 2019,4.3,77,92.1494916070662,Italy,Toscana
Le Macchiole,2020,16417,Bolgheri Rosso 2020,4.0,173,23.979810884111544,Italy,Bolgheri
Castello dei Rampolla,2017,23390,Sammarco 2017,4.4,93,50.26335905839974,Italy,Toscana
Di Majo Norante,2015,1142199,Contado Aglianico Riserva 2015,3.8,885,10.471533137166613,Italy,Molise
Fonterutoli,2018,1469,Chianti Classico Gran Selezione 2018,4.3,253,41.78141721729478,Italy,Chianti Classico
Domenico Clerico,2013,1748609,Barolo Aeroplan Servaj 2013,4.3,114,109.95109794024943,Italy,Barolo
Tenuta di Trinoro,2017,1164872,Toscana Le Cupole Rosso 2017,4.1,1313,30.891022754641508,Italy,Toscana
Enrico Gatti,2017,2290234,Franciacorta Satèn 2017,4.0,57,28.00087960878352,Italy,Franciacorta
Arnaldo-Caprai,2018,23097,Montefalco Rosso 2018,3.7,1595,14.241285066546594,Italy,Montefalco
Giacomo Conterno,2019,82201,Barbera d'Alba Vigna Francia 2019,4.3,147,73.30073196016629,Italy,Barbera d'Alba
Monteverro,2015,1171108,Toscana 2015,4.5,137,125.65839764599934,Italy,Toscana
Ermitage du Pic Saint Loup,2020,1176141,Tour de Pierres 2020,3.7,120,13.612993078316597,France,Pic-Saint-Loup
Velenosi,2020,1146486,Rosso Piceno 2020,3.4,30,6.701781207786632,Italy,Rosso Piceno
Luddite,2017,1101039,Shiraz 2017,4.2,110,37.59280396242814,South Africa,Bot River
E. Guigal,2013,36404,Côte-Rôtie La Landonne 2013,4.6,84,424.0970920552478,France,Côte-Rôtie
Stemmari,2019,1794279,Syrah 2019,3.8,776,5.13105123721164,Italy,Sicilia
Villa Conchi,N.V.,1285851,Cava Brut Selección N.V.,3.7,8545,9.424379823449952,Spain,Cava
Cielo e Terra,2021,1149079,Pinot Grigio Blush 2021,3.9,46,5.759343225441637,Italy,delle Venezie
Krug,2008,79631,Brut Champagne 2008,4.6,1029,722.5357864644963,France,Champagne
Gonet-Médeville,N.V.,1304234,Tradition Brut Champagne Premier Cru N.V.,4.0,2179,39.79182592123313,France,Champagne Premier Cru
Tramin,2021,3583717,Pepi Sauvignon 2021,3.9,26,16.649737688094913,Italy,Südtirol - Alto Adige
Ca' Rugate,2019,91500,Soave Classico San Michele 2019,3.8,670,9.267306826392453,Italy,Soave Classico
Aldo Conterno,2018,75324,Barbera d'Alba Conca Tre Pile 2018,4.0,132,30.367446097783176,Italy,Barbera d'Alba
