Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
Giuseppe Rinaldi,2007,1100936,Brunate - Le Coste Barolo 2007,4.6,212,462.47526100296346,Italy,Barolo
Matteo Correggia,2018,1187207,La Val dei Preti (Nebbiolo d'Alba) 2018,3.9,42,24.60810287234154,Italy,Roero
Giovanni Rosso,2017,79327,Barolo La Serra 2017,4.4,34,74.87146193074128,Italy,Barolo
Le Chiuse,2013,1152524,Brunello di Montalcino 2013,4.4,488,130.89416421458264,Italy,Brunello di Montalcino
Château Beausejour (héritiers Duffau-Lagarrosse),2000,1137135,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000,4.3,157,145.71138360367343,France,Saint-Émilion Grand Cru
Château Monbousquet,2012,1171074,Saint-Émilion Grand Cru 2012,4.1,989,59.68773888184969,France,Saint-Émilion Grand Cru
Dal Forno Romano,2008,89750,Amarone della Valpolicella Monte Lodoletta 2008,4.7,870,260.74117511544864,Italy,Amarone della Valpolicella
Domaine Denis Mortet,2015,1169848,Gevrey-Chambertin Mes Cinq Terroirs 2015,4.4,552,96.33810486193283,France,Gevrey-Chambertin
Secondo Marco,2011,1710973,Amarone della Valpolicella 2011,4.3,519,125.65839764599934,Italy,Amarone della Valpolicella
Château de Pierreux,2016,1188051,Brouilly 2016,3.7,1082,15.183723048891588,France,Brouilly
Salvioni,2013,77458,Brunello di Montalcino 2013,4.6,318,156.02584374378253,Italy,Brunello di Montalcino
Cavallotto,2018,92510,Barolo Bricco Boschis 2018,3.9,30,78.53649852874959,Italy,Barolo
Elena Walch,2021,1542388,Pinot Nero (Blauburgunder) (Selezione) 2021,3.7,78,15.707299705749918,Italy,Südtirol - Alto Adige
Michele Chiarlo,2016,86560,Barbaresco Asili 2016,4.1,48,57.59343225441637,Italy,Barbaresco
Miniere F. & R.,N.V.,5029541,Influence Cuvée Brut Rosé Champagne N.V.,4.0,132,73.30073196016629,France,Champagne
Kellerei . Cantina KALTERN,2020,5991051,Saleit Chardonnay 2020,3.5,41,14.660146392033258,Italy,Südtirol - Alto Adige
Château Clarke,1986,1148646,Listrac-Médoc 1986,4.1,71,44.346942835900606,France,Listrac-Médoc
Château Montrose,1994,80472,Saint-Estèphe (Grand Cru Classé) 1994,4.2,631,110.8725928563201,France,Saint-Estèphe
Château Talbot,1979,79273,Saint-Julien (Grand Cru Classé) 1979,4.0,53,107.69971831575862,France,Saint-Julien
Château Marquis de Terme,1994,79272,Margaux (Grand Cru Classé) 1994,3.6,79,57.01749793187221,France,Margaux
Château Péby Faugères,2000,1643796,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,4.3,159,145.71138360367343,France,Saint-Émilion Grand Cru
Château Cheval Blanc,1974,1148747,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1974,4.4,195,475.14581609893503,France,Saint-Émilion Grand Cru
Château Pontet-Canet,1994,14362,Pauillac (Grand Cru Classé) 1994,4.3,525,101.3644407677728,France,Pauillac
Clos Saint Jean,2005,1172691,Châteauneuf-du-Pape Deus Ex Machina 2005,4.6,120,405.4577630710912,France,Châteauneuf-du-Pape
La Tordera,N.V.,1766182,Serrai Prosecco Superiore Valdobbiadene Extra Dry N.V.,3.8,677,10.366817805794946,Italy,Conegliano-Valdobbiadene Prosecco
Pétrus,2011,1166837,Pomerol 2011,4.6,551,3737.8137533116223,France,Pomerol
Frank John,2016,3575892,Riesling Brut 32 2016,4.2,57,23.560949558624877,Germany,Pfalz
Fritz Haag,2020,1224493,Brauneberger Juffer Riesling Trocken 2020,3.9,277,18.79640198121407,Germany,Brauneberg
Marramiero,2019,1179302,DAMA Montepulciano d'Abruzzo 2019,3.8,179,7.476674659936961,Italy,Montepulciano d'Abruzzo
Sassetti Livio,2016,1132785,Brunello di Montalcino 2016,4.4,391,94.03436757175618,Italy,Brunello di Montalcino
E. Pira & Figli,2016,2127014,Mosconi Barolo 2016,4.3,111,104.71533137166612,Italy,Barolo
Giodo,2016,2738226,Brunello di Montalcino 2016,4.5,128,135.0827774694493,Italy,Brunello di Montalcino
Tenuta di Gracciano della Seta,2017,1210185,Vino Nobile di Montepulciano 2017,3.8,502,18.848759646899904,Italy,Vino Nobile di Montepulciano
Miniere F. & R.,N.V.,5029541,Influence Cuvée Brut Rosé Champagne N.V.,4.0,132,73.30073196016629,France,Champagne
Château Malartic-Lagravière,2008,1143938,Pessac-Léognan (Grand Cru Classé de Graves) 2008,4.1,632,50.6822203838864,France,Pessac-Léognan
J. Hofstätter,2017,9808,Barthenau Vigna S. Urbano 2017,4.3,74,69.00740337392797,Italy,Trentino-Alto Adige
Kettmeir,2018,1541232,Athesis Brut 2018,4.0,142,23.351518895881547,Italy,Südtirol - Alto Adige
Umani Ronchi,2019,3504,Jorio Montepulciano d'Abruzzo 2019,3.6,143,10.995109794024943,Italy,Montepulciano d'Abruzzo
Firriato,2012,82719,Santagostino Baglio Sorìa Red 2012,3.8,3295,10.209744808737447,Italy,Terre Siciliane
San Giusto a Rentennano,2020,94744,Chianti Classico 2020,3.9,31,20.943066274333226,Italy,Chianti Classico
Château La Pointe,2011,768734,Pomerol 2011,3.9,815,44.346942835900606,France,Pomerol
Zeni,2015,81591,Amarone della Valpolicella Classico Barriques 2015,4.5,327,41.36255589180812,Italy,Amarone della Valpolicella Classico
Lan,2014,88832,Reserva Rioja 2014,3.9,1213,13.50827774694493,Spain,Rioja
Château Larose-Trintaudon,1999,97042,Haut-Médoc 1999,3.7,96,31.676387739929,France,Haut-Médoc
Château Mouton Rothschild,1978,1684223,Pauillac (Premier Grand Cru Classé) 1978,4.4,784,665.204142538509,France,Pauillac
Wittmann,2020,3362770,Riesling Vom Kalkstein Trocken 2020,3.9,294,16.649737688094913,Germany,Rheinhessen
Vincent Girardin,2014,41664,Puligny-Montrachet 1er Cru 'Les Combettes' 2014,4.3,38,97.3852581756495,France,Puligny-Montrachet 1er Cru 'Les Combettes'
Domaine de l'Hortus,2018,1161753,Pic-Saint-Loup Classique Bergerie 2018,3.8,911,16.75445301946658,France,Pic-Saint-Loup
Alain Gautheron,2019,1202040,Chablis 2019,4.1,485,15.707299705749918,France,Chablis
Château Canon-La-Gaffelière,2014,1389505,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,4.3,541,94.24379823449951,France,Saint-Émilion Grand Cru
Moreau-Naudet,2018,1251547,Chablis 1er Cru 'Montmains' 2018,4.3,380,35.60321266636648,France,Chablis 1er Cru 'Montmains'
Château Siran,2015,3838051,S de Siran Margaux 2015,4.0,205,29.320292784066517,France,Margaux
Jermann,2019,1471430,Red Angel On The Moonlight Pinot Nero 2019,3.9,103,21.414285265505722,Italy,Venezia Giulia
Château Le Coteau,2011,1196230,Margaux 2011,4.0,287,25.13167952919987,France,Margaux
Librandi,2019,1199664,Cirò Classico Rosso (Segno) 2019,3.5,307,6.4923505450432994,Italy,Cirò
Château des Annereaux,2018,1366312,Lalande-de-Pomerol 2018,4.1,244,23.979810884111544,France,Lalande-de-Pomerol
Domaine des Perdrix,2015,1230476,Nuits-Saint-Georges  Aux Perdrix Premier Cru 2015,4.4,240,95.29095154821617,France,Nuits-Saint-Georges 1er Cru 'Aux Perdrix'
Domaine des Lambrays,2013,84732,Clos des Lambrays Grand Cru 2013,4.4,365,282.73139470349855,France,Clos de Lambrays Grand Cru
Château Prieuré-Lichine,2014,1500465,Confidences de Prieuré-Lichine Margaux 2014,3.8,628,29.843869440924845,France,Margaux
Domaine Lafage,2019,1735610,Authentique Côtes du Roussillon Rouge 2019,4.0,273,9.947956480308282,France,Côtes du Roussillon
Brezza,2016,90133,Cannubi Barolo 2016,4.2,97,49.21620574468308,Italy,Barolo
Comm. G.B. Burlotto,2020,1868925,Barbera d'Alba Aves 2020,4.1,60,17.749248667497408,Italy,Barbera d'Alba
Kellerei . Cantina KALTERN,2020,6537372,Quintessenz Kalterersee Classico Superiore 2020,3.8,124,15.183723048891588,Italy,Südtirol - Alto Adige
Bulgarini,2016,7276577,Amarone della Valpolicella Classico 2016,4.3,32,41.78141721729478,Italy,Amarone della Valpolicella Classico
Château Petit-Village,2012,1100006,Pomerol 2012,4.1,395,67.01781207786632,France,Pomerol
Château Brane-Cantenac,2012,23769,Margaux (Grand Cru Classé) 2012,4.2,1209,81.67795846989958,France,Margaux
Montevertine,2017,15292,Le Pergole Torte 2017,4.5,309,287.96716127208185,Italy,Toscana
Colterenzio (Schreckbichl),2019,5292596,Lafóa Chardonnay 2019,4.3,440,27.225986156633194,Italy,Südtirol - Alto Adige
Château Pontet-Canet,2009,14362,Pauillac (Grand Cru Classé) 2009,4.7,2957,247.07582437144623,France,Pauillac
Ca' del Bosco,2018,23135,Maurizio Zanella Sebino 2018,4.4,36,62.82919882299967,Italy,Sebino
Château Chasse-Spleen,2017,79266,Moulis-en-Médoc 2017,4.0,795,41.88613254866645,France,Moulis-en-Médoc
Quinta de La Rosa,2017,88295,Douro Dourosa Red 2017,3.7,321,10.419175471480779,Portugal,Douro
Sandrone,2011,23363,Barolo Le Vigne 2011,4.3,409,114.03499586374441,Italy,Barolo
Rocca del Principe,2019,1305895,Fiano di Avellino 2019,3.9,82,15.079007717519922,Italy,Fiano de Avellino
Terrazas de los Andes,2019,2045286,High Altitude Vineyards Malbec 2019,3.8,1105,20.890708608647394,Argentina,Lujan de Cuyo
Quintarelli Giuseppe,2012,84065,Amarone della Valpolicella Classico 2012,4.7,388,282.73139470349855,Italy,Amarone della Valpolicella Classico
Domaine Bousquet,2021,779027,Cabernet Sauvignon 2021,3.6,26,7.068284867587463,Argentina,Tupungato
Rocca di Fabbri,2015,93827,Sagrantino di Montefalco 2015,4.1,179,26.17883284291653,Italy,Umbria
Lamborghini,2001,18921,Campoleone 2001,4.2,57,63.352775479858,Italy,Umbria
Château La Tour Figeac,2015,89417,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,4.1,354,59.68773888184969,France,Saint-Émilion Grand Cru
Giuseppe Rinaldi,2012,3506888,Tre Tine Barolo 2012,4.5,249,342.1049875912332,Italy,Barolo
Château Latour,2015,1224338,Pauillac de Latour 2015,4.3,875,89.0080316659162,France,Pauillac
Damijan Podversic,2016,1445965,Malvasia 2016,4.1,128,38.74467260751646,Italy,Venezia Giulia
Domaine des Ardoisieres,2020,1419337,Schiste 2020,4.3,75,40.83897923494979,France,Vins des Allobroges
Domaine Denis Mortet,2017,3071133,Fixin Vieilles Vignes 2017,4.4,40,62.82919882299967,France,Fixin
Zabu,2019,1987032,Chiantari Nero d'Avola 2019,4.0,374,7.2253578646449625,Italy,Terre Siciliane
Domaine Saint Sylvestre,2018,2082416,Rouge 2018,3.9,95,30.367446097783176,France,Terrasses du Larzac
Fontodi,2016,22723,Vigna del Sorbo Gran Selezione Chianti Classico 2016,4.2,329,178.0160633318324,Italy,Chianti Classico
Galardi,2016,84062,Terra di Lavoro 2016,4.3,189,62.82919882299967,Italy,Roccamonfina
Château Canon-La-Gaffelière,2014,1389505,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,4.3,541,94.24379823449951,France,Saint-Émilion Grand Cru
Moreau-Naudet,2018,1251547,Chablis 1er Cru 'Montmains' 2018,4.3,380,35.60321266636648,France,Chablis 1er Cru 'Montmains'
Alain Gautheron,2019,1202040,Chablis 2019,4.1,485,15.707299705749918,France,Chablis
Château Latour,1986,1655970,Grand Vin Pauillac (Premier Grand Cru Classé) 1986,4.6,1119,614.5219221546226,France,Pauillac
Giacomo Conterno,2004,82199,Barolo Riserva Monfortino 2004,4.6,212,1552.142999256521,Italy,Barolo
Château Pédesclaux,2015,1172591,Fleur de Pédesclaux Pauillac 2015,3.9,597,34.032482695791494,France,Pauillac
Montevertine,2016,15292,Le Pergole Torte 2016,4.5,473,335.0890603893316,Italy,Toscana
Château Goudichaud,2020,1204456,Graves de Vayres Blanc 2020,3.8,26,11.518686450883274,France,Graves de Vayres
Fratelli Revello,2020,15262,Langhe Nebbiolo 2020,3.4,32,16.545022356723248,Italy,Langhe
Bouchard Père & Fils,2015,2504090,Beaune du Château Premier Cru 2015,4.1,1399,36.650365980083144,France,Beaune Premier Cru
Château Trotanoy,2004,1098770,Pomerol 2004,4.2,339,196.39360398755983,France,Pomerol
Moreau-Naudet,2018,2007119,Chablis Premier Cru 'Vaillons' 2018,4.3,193,37.69751929379981,France,Chablis 1er Cru 'Vaillons'
Domaine Antonin Guyon,2017,1230243,Meursault-Charmes 1er Cru 'Les Dessus' 2017,4.6,30,78.53649852874959,France,Meursault Premier Cru
Michel Gros,2018,1193975,Vosne-Romanée 1er Cru 'Clos des Réas' 2018,4.3,54,134.03562415573265,France,Vosne-Romanée 1er Cru 'Clos des Reas'
Château Moulinet-Lasserre,2015,1207711,Pomerol 2015,4.2,220,50.26335905839974,France,Pomerol
Château La Pointe,2011,768734,Pomerol 2011,3.9,815,44.346942835900606,France,Pomerol
Jermann,2021,1591133,Sauvignon 2021,4.0,75,21.990219588049886,Italy,Venezia Giulia
Domaine des Perdrix,2015,1230476,Nuits-Saint-Georges  Aux Perdrix Premier Cru 2015,4.4,240,95.29095154821617,France,Nuits-Saint-Georges 1er Cru 'Aux Perdrix'
Château Siran,2015,3838051,S de Siran Margaux 2015,4.0,205,29.320292784066517,France,Margaux
Château de la Tour,2014,1702950,Vieilles Vignes Clos Vougeot Grand Cru 2014,4.4,34,219.90219588049885,France,Clos Vougeot Grand Cru
Château Puech-Haut,2017,1162093,Prestige Saint-Drézéry Rouge 2017,4.1,1629,24.08452621548321,France,Saint-Drézéry
Fritz Haag,2020,1157942,Riesling Trocken 2020,3.8,283,11.309255788139941,Germany,Mosel
Telmo Rodriguez,2017,62344,Lanzaga Rioja 2017,3.8,398,21.990219588049886,Spain,Rioja
Podere Brizio,2016,1170521,Brunello di Montalcino 2016,4.3,200,46.0747458035331,Italy,Brunello di Montalcino
Château Ausone,1974,1152417,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1974,4.2,29,399.1224855231054,France,Saint-Émilion Grand Cru
Château La Marzelle,2012,1172667,Saint-Émilion Grand Cru (Grand Cru Classé) 2012,4.2,456,57.01749793187221,France,Saint-Émilion Grand Cru
Château Boyd-Cantenac,2009,83999,Margaux (Grand Cru Classé) 2009,4.3,390,78.53649852874959,France,Margaux
Château Barde-Haut,2018,1490640,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,3.8,38,48.16905243096642,France,Saint-Émilion Grand Cru
Elena Walch,2021,92645,Chardonnay (Selezione) 2021,3.8,58,12.042263107741604,Italy,Südtirol - Alto Adige
Château Trotanoy,2004,1098770,Pomerol 2004,4.2,339,196.39360398755983,France,Pomerol
Moreau-Naudet,2018,2007119,Chablis Premier Cru 'Vaillons' 2018,4.3,193,37.69751929379981,France,Chablis 1er Cru 'Vaillons'
Château Moulinet-Lasserre,2015,1207711,Pomerol 2015,4.2,220,50.26335905839974,France,Pomerol
Michel Gros,2018,1193975,Vosne-Romanée 1er Cru 'Clos des Réas' 2018,4.3,54,134.03562415573265,France,Vosne-Romanée 1er Cru 'Clos des Reas'
Château Bellevue,2009,1145014,Saint-Émilion Grand Cru (Grand Cru Classé) 2009,4.2,217,116.2340178225494,France,Saint-Émilion Grand Cru
Château Ausone,1988,1152417,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1988,4.5,118,538.498591578793,France,Saint-Émilion Grand Cru
Michele Chiarlo,2015,86578,Barolo Cerequio 2015,4.2,282,78.53649852874959,Italy,Barolo
Château Cheval Blanc,2018,5313010,Le Petit Cheval Bordeaux Blanc 2018,4.5,169,202.7288815355456,France,Bordeaux
Clos Puy Arnaud,2010,1887223,Castillon - Côtes de Bordeaux 2010,4.1,414,40.83897923494979,France,Castillon - Côtes de Bordeaux
Château Latour,1986,1655970,Grand Vin Pauillac (Premier Grand Cru Classé) 1986,4.6,1119,614.5219221546226,France,Pauillac
Château Cote de Baleau,2015,1134068,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,4.1,713,34.55605935264982,France,Saint-Émilion Grand Cru
Château Calon-Ségur,2006,1126954,Saint-Estèphe (Grand Cru Classé) 2006,4.1,1047,110.8725928563201,France,Saint-Estèphe
Michel Noëllat,2016,1213299,Vosne-Romanée 2016,4.2,179,70.1592720190163,France,Vosne-Romanée
Domaine Antonin Guyon,2012,22674,Gevrey-Chambertin 'La Justice' 2012,4.0,217,51.3105123721164,France,Gevrey-Chambertin
Château La Marzelle,2012,1172667,Saint-Émilion Grand Cru (Grand Cru Classé) 2012,4.2,456,57.01749793187221,France,Saint-Émilion Grand Cru
Château Ausone,1974,1152417,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1974,4.2,29,399.1224855231054,France,Saint-Émilion Grand Cru
Podere Brizio,2016,1170521,Brunello di Montalcino 2016,4.3,200,46.0747458035331,Italy,Brunello di Montalcino
Château Siran,2015,778823,Margaux 2015,4.1,936,41.88613254866645,France,Margaux
Château Sociando-Mallet,2010,1183720,La Demoiselle de Sociando-Mallet Haut-Médoc 2010,3.8,675,27.225986156633194,France,Haut-Médoc
Damijan Podversic,2016,1445965,Malvasia 2016,4.1,128,38.74467260751646,Italy,Venezia Giulia
Aldo Conterno,2016,2037376,Barolo Bussia Cicala 2016,4.4,63,133.0408285077018,Italy,Barolo
Masi,2016,21947,Brolo di Campofiorin Oro 2016,3.8,1115,15.707299705749918,Italy,Rosso Veronese
Château Cantenac Brown,2004,81864,Margaux (Grand Cru Classé) 2004,4.2,566,69.68805302784381,France,Margaux
Penfolds,2012,1136930,Grange 2012,4.6,875,617.8204550928301,Australia,South Australia
Matteo Correggia,2017,97378,Roero 2017,3.8,492,14.555431060661592,Italy,Roero
Leth,2020,1909536,Roter Veltliner Klassik 2020,3.9,55,8.20270095744718,Austria,Wagram
Rocca del Principe,2019,1305895,Fiano di Avellino 2019,3.9,82,15.079007717519922,Italy,Fiano de Avellino
Michele Chiarlo,2018,4317172,Il Principe Langhe Nebbiolo 2018,3.8,579,14.555431060661592,Italy,Langhe
Lis Neris,2020,86227,Sauvignon Blanc 2020,3.9,51,17.27802967632491,Italy,Venezia Giulia
Famille Perrin,2018,3265055,Domaine du Clos des Tourelles Gigondas 2018,4.1,40,62.77684115731384,France,Gigondas
Ricossa,2017,1129506,Barbaresco 2017,3.7,682,22.409080913536553,Italy,Barbaresco
Tenuta San Guido,2000,5078,Sassicaia 2000,4.6,2181,753.8980282103103,Italy,Bolgheri Sassicaia
Bodegas Faustino,1981,2061837,I Gran Reserva 1981,4.1,186,95.02916321978701,Spain,Rioja
Zabu,2019,1987032,Chiantari Nero d'Avola 2019,4.0,374,7.2253578646449625,Italy,Terre Siciliane
Merotto,N.V.,1180614,Bareta Prosecco Superiore Valdobbiadene Brut N.V.,3.9,2043,14.03185440380326,Italy,Conegliano-Valdobbiadene Prosecco
Velenosi,2020,1165623,Querciantica Lacrima di Morro 2020,3.6,63,9.162591495020786,Italy,Lacrima di Morro d'Alba
Le Vieux Donjon,2018,1098865,Châteauneuf-du-Pape 2018,4.3,443,40.83897923494979,France,Châteauneuf-du-Pape
Jermann,2021,1591133,Sauvignon 2021,4.0,75,21.990219588049886,Italy,Venezia Giulia
Château Prieuré-Lichine,2013,736114,Margaux (Grand Cru Classé) 2013,3.9,379,45.027592489816435,France,Margaux
de Ladoucette,2020,74359,Pouilly-Fumé 2020,4.1,52,31.414599411499836,France,Pouilly-Fumé
Jayer Gilles,2015,84749,Échezeaux du Dessus Grand Cru 2015,4.3,29,356.0321266636648,France,Échezeaux Grand Cru
David Duband,2014,1385322,Nuits-Saint-Georges Premier Cru 'Les Pruliers' 2014,4.1,50,68.06496539158299,France,Nuits-Saint-Georges 1er Cru 'Les Pruliers'
Domaine de la Solitude - Famille Lancon,2017,1199790,Châteauneuf-du-Pape Cornelia Constanza 2017,4.1,34,59.68773888184969,France,Châteauneuf-du-Pape
Château Pichon Longueville Comtesse de Lalande,2010,1135843,Réserve (de la Comtesse) Pauillac 2010,4.1,1938,71.20642533273296,France,Pauillac
Pegau,2015,1136142,Cuvée Réservée Châteauneuf-du-Pape Rouge 2015,4.2,662,113.09255788139942,France,Châteauneuf-du-Pape
Albert Grivault,2014,1107291,Meursault 1er Cru 'Perrières' 2014,4.2,46,107.85679131281611,France,Meursault 1er Cru 'Perrières'
Domaines Philippe Porcheron,2014,1900635,Château Marojallia Margaux 2014,4.1,48,59.68773888184969,France,Margaux
Château Gazin,1996,18555,Pomerol 1996,4.1,110,104.5373153083343,France,Pomerol
Château Ausone,1988,1152417,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1988,4.5,118,538.498591578793,France,Saint-Émilion Grand Cru
Domaine de Chevalier,2015,1197479,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,4.2,150,115.18686450883274,France,Pessac-Léognan
Château de la Tour,2016,81211,Clos Vougeot Grand Cru 2016,4.5,99,183.25182990041571,France,Clos Vougeot Grand Cru
Château Siran,2016,3838051,S de Siran Margaux 2016,3.9,112,28.273139470349854,France,Margaux
Famille Perrin,2017,1236366,Les Christins Vacqueyras 2017,3.8,785,20.943066274333226,France,Vacqueyras
Brezza,2016,90133,Cannubi Barolo 2016,4.2,97,49.21620574468308,Italy,Barolo
Comm. G.B. Burlotto,2020,1868925,Barbera d'Alba Aves 2020,4.1,60,17.749248667497408,Italy,Barbera d'Alba
Librandi,2019,1199664,Cirò Classico Rosso (Segno) 2019,3.5,307,6.4923505450432994,Italy,Cirò
Elena Walch,2021,92645,Chardonnay (Selezione) 2021,3.8,58,12.042263107741604,Italy,Südtirol - Alto Adige
Château Hosanna,2012,1100223,Pomerol 2012,4.4,148,158.38193869964502,France,Pomerol
Château Lafleur,2012,1099307,Pomerol 2012,4.4,55,614.5219221546226,France,Pomerol
Château Calon-Ségur,2014,1126954,Saint-Estèphe (Grand Cru Classé) 2014,4.1,694,99.47956480308282,France,Saint-Estèphe
Pierre Moncuit,N.V.,2046384,Pierre Moncuit Delos Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,4.1,2280,39.79182592123313,France,Champagne Grand Cru 'Le Mesnil-sur-Oger'
Tasca d'Almerita,2015,1123337,Contea di Sclafani Nozze d'Oro Regaleali 2015,3.7,277,12.356409101856602,Italy,Contea di Sclafani
Château Latour,2009,1168676,Les Forts de Latour Pauillac 2009,4.5,698,266.0816570154036,France,Pauillac
Masi,2016,21947,Brolo di Campofiorin Oro 2016,3.8,1115,15.707299705749918,Italy,Rosso Veronese
Château Durfort-Vivens,2017,2038572,Margaux (Grand Cru Classé) 2017,4.2,384,47.519817376462086,France,Margaux
Château Certan de May,2005,3151489,Pomerol 2005,4.4,182,183.7230488915882,France,Pomerol
Benjamin de Rothschild - Vega Sicilia,2017,1921801,Macán Clásico 2017,4.4,636,38.6399572761448,Spain,Rioja
Francois Villard,2015,1178083,Saint Joseph Poivre et Sol 2015,3.9,273,27.225986156633194,France,Saint-Joseph
Schneider,2021,96528,Kaitui Sauvignon Blanc 2021,4.1,93,14.555431060661592,Germany,Pfalz
Château Pavie Macquin,2015,1604635,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,4.3,588,99.47956480308282,France,Saint-Émilion Grand Cru
Penfolds,2012,1136930,Grange 2012,4.6,875,617.8204550928301,Australia,South Australia
Matteo Correggia,2017,97378,Roero 2017,3.8,492,14.555431060661592,Italy,Roero
Tenute Orestiadi,2019,4306529,Frappato 2019,3.8,61,9.131176895609286,Italy,Terre Siciliane
San Fabiano Calcinaia,2015,4090464,Cellole Gran Selezione Chianti Classico 2015,4.1,107,25.13167952919987,Italy,Chianti Classico
Cavalleri,N.V.,1548457,Blanc de Blancs Franciacorta Brut N.V.,3.8,3665,28.796716127208185,Italy,Franciacorta
Cinciole,2013,1112475,Petresco 2013,3.9,72,33.4041907075615,Italy,Chianti Classico
Pétrus,2011,1166837,Pomerol 2011,4.6,551,3737.8137533116223,France,Pomerol
Le Vieux Donjon,2018,1098865,Châteauneuf-du-Pape 2018,4.3,443,40.83897923494979,France,Châteauneuf-du-Pape
Domaine des Lambrays,2013,84732,Clos des Lambrays Grand Cru 2013,4.4,365,282.73139470349855,France,Clos de Lambrays Grand Cru
Château Prieuré-Lichine,2014,1500465,Confidences de Prieuré-Lichine Margaux 2014,3.8,628,29.843869440924845,France,Margaux
Domaine de l'Hortus,2018,1161753,Pic-Saint-Loup Classique Bergerie 2018,3.8,911,16.75445301946658,France,Pic-Saint-Loup
Château Larrivet Haut-Brion,2019,81907,Pessac-Léognan 2019,4.1,91,40.83897923494979,France,Pessac-Léognan
Château Talbot,1986,79273,Saint-Julien (Grand Cru Classé) 1986,4.3,684,95.02916321978701,France,Saint-Julien
Château Léoville Las Cases,2008,1152438,Clos du Marquis Saint-Julien 2008,4.1,1049,69.11211870529964,France,Saint-Julien
Mas de Cadenet,2021,1189661,Côtes de Provence Sainte Victoire 2021,4.0,35,14.607788726347424,France,Côtes de Provence
Château Canon-La-Gaffelière,2015,1389505,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,4.4,643,115.18686450883274,France,Saint-Émilion Grand Cru
Château La Gaffelière,2014,1153828,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,4.2,1173,79.58365184246625,France,Saint-Émilion Grand Cru
Leth,2020,1909536,Roter Veltliner Klassik 2020,3.9,55,8.20270095744718,Austria,Wagram
Château Puech-Haut,2019,2563994,Le Loup du Pic Pic-Saint-Loup 2019,3.8,130,17.80160633318324,France,Pic-Saint-Loup
Paul Jaboulet Aîné,2016,10922,Hermitage La Chapelle Rouge 2016,4.4,202,177.38777134360242,France,Hermitage
Château Léoville Las Cases,2005,1152438,Clos du Marquis Saint-Julien 2005,4.2,1511,85.5314826643769,France,Saint-Julien
Diebolt - Vallois,N.V.,1310179,Blanc de Blancs Brut Champagne Grand Cru 'Cramant' N.V.,4.0,4658,50.15864372702807,France,Champagne Grand Cru 'Cramant'
Vieux Château Certan,2009,81849,Pomerol 2009,4.6,327,335.7697100432474,France,Pomerol
Château Tour Saint-Christophe,2015,1167795,Saint-Émilion Grand Cru 2015,4.2,682,41.676701885923116,France,Saint-Émilion Grand Cru
Domaine des Ardoisieres,2019,1208181,Argile Rouge 2019,3.7,106,25.13167952919987,France,Vins des Allobroges
F.X. Pichler,2019,1786713,M Grüner Veltliner Smaragd 2019,4.3,45,72.25357864644963,Austria,Wachau
Tasca d'Almerita,2018,1150572,Regaleali Nero d'Avola 2018,3.8,1473,8.220153512675791,Italy,Terre Siciliane
J. Hofstätter,2017,9808,Barthenau Vigna S. Urbano 2017,4.3,74,69.00740337392797,Italy,Trentino-Alto Adige
Château Mouton Rothschild,1974,1684223,Pauillac (Premier Grand Cru Classé) 1974,4.4,338,424.46359571504865,France,Pauillac
Château Pontet-Canet,1994,14362,Pauillac (Grand Cru Classé) 1994,4.3,525,101.3644407677728,France,Pauillac
Domaine de l'Aurage,2019,7807133,Le Versant 2019,4.2,558,18.848759646899904,France,Côtes de Bordeaux
Château Marquis de Terme,1994,79272,Margaux (Grand Cru Classé) 1994,3.6,79,57.01749793187221,France,Margaux
Château Talbot,1979,79273,Saint-Julien (Grand Cru Classé) 1979,4.0,53,107.69971831575862,France,Saint-Julien
Château Péby Faugères,2000,1643796,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,4.3,159,145.71138360367343,France,Saint-Émilion Grand Cru
Château Cheval Blanc,1974,1148747,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1974,4.4,195,475.14581609893503,France,Saint-Émilion Grand Cru
Frank John,2016,3575892,Riesling Brut 32 2016,4.2,57,23.560949558624877,Germany,Pfalz
Kettmeir,2018,1541232,Athesis Brut 2018,4.0,142,23.351518895881547,Italy,Südtirol - Alto Adige
